5d5d779477f06d4208211e53
score,meal,minimize,prior,avoid,supplier_id
120,b'berry-nana-rama',[],"['flax', 'kale']",[],5cb0fa253b7750fa415d3046
120,"b""rollin' oats""",[],"['spinach', 'avocado']",[],5cb0fa253b7750fa415d3046
120,b'green protein',[],"['flax', 'kale']",[],5cb0fa253b7750fa415d3046
120,b'immunity',[],"['spinach', 'avocado']",[],5cb0fa253b7750fa415d3046
120,b'red curry with tofu',[],"['broccoli', 'cauliflower']",[],5cb0fa253b7750fa415d3045
120,"b""chick'n quesadilla""",[],"['onion', 'spinach']",[],5cb0fa253b7750fa415d3045
120,b'mushroom risotto',[],"['mushroom', 'kale']",[],5cb0fa253b7750fa415d3045
120,b'golden chickpea stew',[],"['onion', 'cauliflower']",[],5cb0fa253b7750fa415d3045
120,b'quinoa bake',[],"['onion', 'broccoli']",[],5cb0fa253b7750fa415d3045
120,b'enfrijolada rustica',[],"['onion', 'cauliflower']",[],5cb0fa253b7750fa415d3045
120,"b""pepp'roni pizza""",[],"['onion', 'parsley']",[],5cb0fa253b7750fa415d3045
120,b'lentil and spinach tagine',[],"['onion', 'spinach']",[],5cb0fa253b7750fa415d3045
120,b'chinese eggplant stirfry',[],"['kale', 'cauliflower']",[],5cb0fa253b7750fa415d3045
120,b'paella valenciana',[],"['onion', 'parsley']",[],5cb0fa253b7750fa415d3045
120,b'chicken noodle soup with tofu - no.7 ',[],"['seaweed', 'onion']",[],5d57124679136a3daf87f6f6
120,b'chicken eggplant and sweet potatoes - no.8',[],"['okra', 'burdock']",[],5d57124679136a3daf87f6f6
120,b'mapo tofu with chicken and tomato soup - no.14',[],"['seaweed', 'onion']",[],5d57124679136a3daf87f6f6
120,b'mackerel and pumpkin with komatsuna salad - no.18',[],"['onion', 'komatsuna']",[],5d57124679136a3daf87f6f6
120,b'miso mackerel and pumpkin with shrimp tempura - no.21',[],"['seaweed', 'onion']",[],5d57124679136a3daf87f6f6
120,b'chicken and eggplant with sweet potato and spinach - no.9',[],"['spinach', 'radish']",[],5d57124679136a3daf87f6f6
120,b'shrimp and veggies with fried eggplant - no.27',[],"['broccoli', 'cauliflower']",[],5d57124679136a3daf87f6f6
110,b'apple cinnamon mini muffins',[],['flax'],[],5cb0fa253b7750fa415d3044
110,b'wild blueberry super-food oats',[],['flax'],[],5cb0fa253b7750fa415d3044
110,b'chocolate covered strawberry super-food oats',[],['flax'],[],5cb0fa253b7750fa415d3044
110,b'sausage biscuits and gravy',[],['onion'],[],5cb0fa253b7750fa415d3044
110,b'potato ranch slaw salad',[],['cabbage'],[],5cb0fa253b7750fa415d3044
110,b'sweet beet slaw salad',[],['cabbage'],[],5cb0fa253b7750fa415d3044
110,b'green machine bean burger',[],['onion'],[],5cb0fa253b7750fa415d3044
110,b'mediterranean falafel',[],['parsley'],[],5cb0fa253b7750fa415d3045
110,b'enchilada casserole',[],['onion'],[],5cb0fa253b7750fa415d3045
110,b'soba noodles in peanut sauce',[],['broccoli'],[],5cb0fa253b7750fa415d3045
110,b'veggie empanadas',[],['parsley'],[],5cb0fa253b7750fa415d3045
110,"b""thai chick'n stew""",[],['onion'],[],5cb0fa253b7750fa415d3045
110,"b""chick'n nuggets""",[],['onion'],[],5cb0fa253b7750fa415d3045
110,b'veggie pesto pizza',[],['onion'],[],5cb0fa253b7750fa415d3045
110,"b""southwest bbq chick'n""",[],['onion'],[],5cb0fa253b7750fa415d3045
110,b'latin stew',[],['onion'],[],5cb0fa253b7750fa415d3045
110,b'tortilla chili',[],['onion'],[],5cb0fa253b7750fa415d3045
110,b'pizza napoletana',[],['parsley'],[],5cb0fa253b7750fa415d3045
110,b'breakfast burrito',[],['onion'],[],5cb0fa253b7750fa415d3045
110,b'savory croquettes',[],['onion'],[],5cb0fa253b7750fa415d3045
110,b'three layer scramble',[],['onion'],[],5cb0fa253b7750fa415d3045
110,b'all-american breakfast',[],['onion'],[],5cb0fa253b7750fa415d3045
110,b'creamy tomato soup with herbed garlic croutons',[],['brussels sprouts'],[],5cb0fa253b7750fa415d3043
110,b'chicken and tomato with eggplant - no.2',[],['onion'],[],5d57124679136a3daf87f6f6
110,b'grilled mackerel with pork and sweet potatoes - no.26',[],['onion'],[],5d57124679136a3daf87f6f6
110,b'stirfry chicken and veggies with fried eggplant - no.17',[],['onion'],[],5d57124679136a3daf87f6f6
100,b'blueberry banana pancakes',[],[],[],5cb0fa253b7750fa415d3044
100,b'moroccan melange',[],[],[],5cb0fa253b7750fa415d3045
100,b'beluga lentil braise',[],[],[],5cb0fa253b7750fa415d3045
100,b'black bean pasta alfredo',[],[],[],5cb0fa253b7750fa415d3045
100,b'oatmeal breakfast pie',[],[],[],5cb0fa253b7750fa415d3045
80,b'pork loin and fried eggplant with potatoes - no.10',[],"['seaweed', 'okra', 'burdock', 'radish']",['pork loin'],5d57124679136a3daf87f6f6
80,b'tatsutaage of yellowtail with broccoli and cauliflower - no.24',[],"['radish', 'burdock', 'broccoli', 'cauliflower']",['tatsutaage of yellowtail'],5d57124679136a3daf87f6f6
70,b'tatsutaage of horse mackerel with cauliflower and broccoli - no.19',[],"['spinach', 'broccoli', 'cauliflower']",['tatsutaage of horse mackerel'],5d57124679136a3daf87f6f6
60,b'horse mackerel with cucumber salad - no.22',[],"['onion', 'radish']",['tatsutaage of horse mackerel'],5d57124679136a3daf87f6f6
60,b'pork loin with carrot and onion salad - no.5',[],"['onion', 'parsley']",['pork loin'],5d57124679136a3daf87f6f6
60,b'pork loin and eggplant with spinach salad - no.12',[],"['burdock', 'spinach']",['pork loin'],5d57124679136a3daf87f6f6
60,b'beef and broccoli with tofu and veggies - no.15',[],"['broccoli', 'cauliflower']",['beef'],5d57124679136a3daf87f6f6
50,b'pork casserole with veggie soup - no.4',[],['spinach'],['ground pork'],5d57124679136a3daf87f6f6
40,b'beef and veggies with potatoes - no.3',[],[],['beef'],5d57124679136a3daf87f6f6
